Comment,Mn,Zr,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Pb,Th,U,P,La,Ce,Pr,Nd,Sr,Y,Lu
GUCf_3,574,1.02,67.1,5.32,90,12.5,81,17.2,48.2,6.65,41.5,9.43,12.9,6,337900,7.4,47.8,15.9,155,619,453,6.48
GUCf_4,321,0.113,8.1,1.93,11,1.51,10.25,2.03,6.04,0.744,5.01,18.81,1.49,6.53,329000,4.65,16.3,3.38,21.7,451,56.8,0.89
GUCf_5,416,0.9,112.4,29.35,119.9,15.74,90.1,18.3,49.2,6.23,38.8,18.81,33.4,14.54,328000,101.9,367,61.9,359,697,519,6.8
GUCf_6,259.1,1.12,144.4,47.8,172.2,21.21,119.6,21.41,51.6,5.83,31.47,3.938,0.23,0.68,340100,12.04,98,32.7,318,959,557,4.24
GUCf_7,686,0.84,1.84,0.95,6.9,1.54,13.8,4,13.8,2.41,18,8.44,0.84,0.84,333700,0.121,0.45,0.137,1.43,644,103,3.09
GUCf_8,369.3,0.028,6.01,2.17,10.02,1.344,8.41,1.83,4.91,0.631,4.07,16.87,0.285,5.34,340000,2.94,12.32,2.37,16.8,401,51,0.7
GUCf_9,388,1.13,86.9,20.5,74.7,8.25,45.5,8.76,24.1,3.07,20.7,18.17,45.5,49,341000,145.2,479,74.3,398,748,253,3.71
GUCf_10,379,0.027,2.86,0.473,3.75,0.582,4.02,0.953,3.4,0.488,3.56,15.25,0.347,1.345,333000,1.88,9.71,1.98,11.49,326,32.5,0.813
GUCf_11,410.9,0.037,6.07,2.42,22.99,5.98,60,16.27,57.7,9.31,63.8,15.92,0.223,5.17,348000,1.297,4.6,0.97,7.49,331,472,11.12
GUCf_12,286,0.178,0.328,0.095,0.65,0.072,0.794,0.242,0.851,0.156,1.21,12.88,0.463,1.921,341000,0.88,0.327,0.246,1.03,390,5.56,0.25
GUCvf_1,377,0.35,14.9,3.46,13.84,1.604,8.81,1.66,4.57,0.641,3.58,64.6,0.401,1.18,57000,25.56,77.3,11.87,65.1,786,48,0.692
GUCvf_2,386,1.02,1.07,0.199,0.82,0.159,1.25,0.276,0.92,0.137,1.17,34.34,4.28,0.98,61200,1.94,3.22,0.88,3.55,769,7.65,0.188
GUCvf_3,675,1.97,10.6,0.467,20.8,3.15,22.6,5.15,16.1,2.29,17.1,16.03,6.87,2.77,74300,0.62,2.35,1.042,15.71,627,122.5,2.86
GUCvf_4,532,0.5,112.4,20.34,92.5,11.72,70.2,13.61,37.8,5.32,33.2,11.73,17.52,18.7,61800,364,1063,137.3,606,589,395,5.02
GUCvf_5,637,0.208,23.7,2.35,34.3,4.39,28.7,6.5,21.7,3.37,26,20.52,9.7,7.4,61900,39.6,108,15.8,96,170,161,4.26
GUCvf_6,574,0.25,22.8,6.92,41.9,7,44.1,9.53,27.1,3.4,20.19,35.5,0.586,5.67,67300,7.81,22.7,5.65,42.5,553,258.3,3.21
GUCvf_7,716,0.57,8.68,0.755,12.9,2.12,14.6,3.51,12.14,1.89,13.5,10.71,0.205,1.8,61400,3.78,14.18,2.81,21.1,558.1,101,2.3
GUCvf_8,149.3,0.038,12.91,3.32,16.83,1.926,10.82,2.205,5.16,0.596,3.47,16.69,0.061,0.2487,64500,1.35,10.6,3.22,30,1153,56.3,0.511
GUCvf_9,500,0.171,5.47,1.25,9.97,1.446,9.05,1.85,5.53,0.692,4.11,27.58,0.081,0.988,65100,1.8,7.43,1.65,13.5,492,54.4,0.76
GUCvf_10,523,0.77,9.43,0.82,17.84,2.89,20.53,4.43,13.13,1.87,11.27,12.67,0.042,3.49,53640,0.97,2.74,1.16,13.8,274,129.7,1.953
GUCvf_11,426,1.08,15.4,3.64,14.1,1.513,7.92,1.72,4.69,0.59,3.66,42.01,0.59,1.57,50300,25,78.1,12.38,66.5,677,49.7,0.71
GUCvf_12,630,0.52,43.4,8.63,39.2,4.85,30.1,5.98,16.98,2.391,15.82,10.01,1.07,65.4,61000,8.51,81.6,21.8,149.6,244.5,174.6,2.507
GUCvf_13,430,0.403,97.5,24.7,84.7,8.97,49,9.13,23.9,3.01,18.8,14.02,20.9,11.67,71900,213,619,92,464,884,245,3.16
GUCvf_14,3190,14.6,23.5,6.67,21.7,2.51,14.11,2.65,7.68,1.012,6.21,42.42,8.51,5.42,56400,36.1,143,23.9,127.7,739,79.1,1.188
GUCvf_15,723,3.4,3.83,2.12,5.87,1.18,10.6,2.54,7.95,1.24,8.9,33.6,0.19,0.253,47490,8.7,18.6,2.9,13.7,735,66.5,1.379
GUCvf_16,823,0.017,145.7,33,223.1,40.1,223.8,25.9,38,2.78,8.6,68.18,0.446,28.3,69800,54.8,225.8,41.7,267,175.2,818,0.653
GUCvf_17,1555,7.16,60.5,10.83,67.8,9.47,58.8,11.76,32.68,4.48,27.47,12.9,6.04,4.39,53600,42.1,202.2,38.5,236.4,553,322.3,4.5
GUCvf_18,313.6,0.154,38.5,3.16,90.3,17.53,132.3,26.33,70.2,8.34,44.8,25.62,2.96,3.77,69500,7.91,32.2,7.47,63.4,190.2,707,5.79
GUCvf_19,416,2.34,55,14.16,62.3,8.93,51.8,10.96,30.1,4.14,24.2,21.73,70.2,25.2,50900,78.2,212.8,32.7,188.7,652,302,4.26
GUCvf_20,1083,4.75,111.7,25.5,96,10.24,57.7,11.18,28.6,3.79,22.9,28.49,56.8,57.3,48500,216,678,101.8,521,699,303,4.17
GUCvf_21,491,1.93,52.5,11.48,39.9,4.72,25.9,4.76,11.94,1.56,8.97,21.25,7.01,3.54,52800,158,464,64.3,295.1,604,131.4,1.298
GUCvf_22,498,0.207,38.5,10.87,52,7.71,50.4,10.62,30.21,3.97,26.73,13.61,1.76,16.39,64500,18.5,72.3,14.35,94.4,343.5,280.7,4.36
GUCvf_23,378,0.59,24.3,3.24,31.1,4.75,29.8,6.08,18.8,2.25,15.63,19.42,8,24.1,60100,9.2,36.3,8.9,62.9,539,167,2.67
GUCvf_24,350,0.556,95.7,25,97.9,12.23,72.6,14.8,41.4,5.52,36.6,19.02,27.7,27.3,67700,103,372,59.1,344,630,429,6.39
GUCvf_25,218.1,19,3.15,1.22,3.48,0.412,2.52,0.429,1.29,0.189,0.9,74.4,0.65,0.847,48000,10.03,23.3,3.04,12.8,1080,14.1,0.204
GUCvf_26,321,0.33,12.5,3.02,15.2,1.88,11.84,2.38,6.82,0.837,5.67,35.79,0.82,3.23,53500,11.1,39.8,6.94,44.2,407,71.9,0.944
GUCvf_27,842,3.5,5.62,1.69,9.9,1.34,9.44,1.97,6.23,0.793,5.79,58.6,0.19,1.432,56100,4.67,13.11,2.58,15.9,302.6,63.7,1.071
GUCvf_28,667,0.182,30.36,6.31,29.6,3.62,21.64,4.16,11.76,1.556,9.12,52.59,0.252,5.26,58700,9.08,52.6,13.18,95.4,422,120.7,1.516
GUCvf_29,485.1,580,11.7,3.17,9.9,1.26,7.1,1.47,4.41,0.57,4.1,25.59,8.6,4.5,48580,22,70,10.2,56.8,602,44.9,0.8
GUCvf_30,395.9,0.219,13.71,2.96,12.69,1.36,7.67,1.406,3.89,0.466,3.22,18.1,6.86,3.61,63600,46.3,110.4,13.87,68.1,824,42.7,0.64
JERf_1,393,1.07,720,66.2,715,95.1,581,107.9,282.2,36.2,205.1,28.14,11.5,24.58,346000,1523,3870,555,3006,230.8,2860,26.93
JERf_2,3610,3.37,565,52.4,457,59.6,337,62.4,156.3,19.37,109.6,25.24,9.91,9.36,342000,2437,5630,696,2998,356,1710,14.95
JERf_3,637,0.94,382,57.8,388,51.3,319.7,60.5,161.4,19.55,109,14.137,22.63,12.83,353300,1297,3105,394.6,1798,258.4,1654,15.01
JERf_4,500,0.237,602,25.57,546,69.8,419,74.6,184.3,21.76,117.1,10.35,4.71,9.99,355200,1477,4100,584,2797,206.9,1970,15.38
JERf_5,371.1,0.816,365.3,31.92,360.1,47.9,290,51.8,130.9,15.72,83.4,11.732,11.09,8.37,347000,884,2366,324,1579,360.1,1477,10.39
JERf_6,436,0.929,939,58.5,854,116.5,712,132.9,342.4,43.5,243.8,14.02,6.3,8.64,343000,2354,6260,892,4260,193.8,3490,31.3
JERf_7,453,0.243,697,34.06,619,85.4,508,93.3,240,29.83,160.5,9.835,2,6.1,352600,1631,4310,625,3113,220.8,2498,20.44
JERf_8,1390,4.23,368,57.5,423.1,62.2,401.4,75.3,197.9,25.26,139.5,13.43,0.308,1.466,332200,330,1084,195.1,1145,370,2121,17.71
JERf_9,666,0.595,1350,56.5,1478,235.2,1526,287.7,735,90.3,493,19.84,101.1,24.38,353000,1330,5180,872,4490,145.2,8120,54.7
JERf_10,1126,0.81,1266,55.7,1278,161.5,936,181.5,475,56.1,306.1,20.14,40.6,23.88,359400,557,3360,704,4300,127.2,5070,41.2
JERf_11,655,0.711,131.2,34.07,119.8,15.19,85.7,15.74,41.3,5.08,28.72,13.359,37.9,14.54,355000,667,1431,165.6,744,189.9,457,4.28
JERf_12,435,1.46,835,82.9,784,107,663,123.6,328,43.9,261.1,19.67,7.18,16.76,347000,1267,3970,636,3290,262,3340,34.18
JERf_13,633,0.96,97.2,21.79,91.5,11.53,69,13.12,35.01,4.48,26.95,8.614,18.55,9.43,351000,697,1346,137.4,554,128.8,382.2,4.14
JERf_14,322.8,3.61,169.9,16.58,158,20.29,118.4,22.08,57.5,6.97,37.9,7.558,33.4,9.78,370000,304.1,969,136.4,739,440,590,4.93
JERf_15,688,0.438,255.7,21.14,202.3,26.77,163.6,31.85,90.5,13.44,87.5,14.09,24.53,13.1,364600,763,2269,296.3,1303,368,947,13.33
JERf_16,255.4,0.36,151.9,15.53,140.8,17.5,105.3,20.8,54.5,6.67,36.8,48.57,27.1,18.78,284300,815,1861,207.1,840,140.6,610,4.72
JERf_17,517,1.04,184.8,13.93,163.9,20.8,126.4,23.45,60.9,8.12,48.7,40.6,16.42,6.09,342000,395,1209,170.4,846,332,638,7.17
JERf_18,561,0.7,326,9.8,268.5,33.4,190.7,36.2,92.7,11.12,59.4,10.92,20.19,11.29,372000,1374,3250,392,1758,348.9,1008,7.57
JERf_19,295.1,0.76,108.6,20.98,100,12.94,77.7,15.15,39.1,5.16,31.9,25.297,95,22.74,379000,671,1348,142.8,580,175.6,457,4.6
JERf_20,311,1.3,713,45.9,657,90.6,527,95.4,233.8,28.75,158.6,7.325,0.95,6.14,372000,1751,4590,641,3230,212.1,2514,20.03
JERf_21,282.4,1.35,550,62.7,545,74.3,452.5,84.5,219.7,26.89,151.4,13.696,6.56,11.05,369800,974,2915,427.6,2232,300.3,2253,19.88
JERf_22,750,0.033,372,8.54,423,60,366,64.6,162.3,17.34,87.3,47.51,20.4,15.02,367000,510,1720,268,1359,125.4,1857,10.24
JERf_23,156.3,0.166,348,22.88,302,38.4,229,42.3,108.6,12.95,68.3,32.58,66.6,33.71,377100,1671,4060,463,1911,132.1,1241,8.79
JERf_24,564,0.334,85.9,20.99,57.4,5.25,26.3,4.58,11.73,1.42,8.95,68.45,82.2,29.5,358900,1017,2091,207.3,734,927,139.5,1.361
JERf_25,682,0.243,159.3,12.42,143.7,16.8,100.2,19.87,52.2,6.93,43.3,10.52,8.51,3.63,379400,1076,2302,235.2,992,169.6,533,6.2
JERf_26,532,0.18,257,9.39,326,55.9,364.8,61.7,149.4,15.83,79.4,20.86,9.52,13.95,376800,340,1080,159.8,793,89.3,1910,8.96
JERf_27,397,0.8,589,33.9,507,65.3,392,70.8,176.1,21.91,118.1,6.803,3.84,2.481,376000,1938,5030,645,2896,245.3,1956,14.84
JERf_28,442,0.602,307.8,11.39,265.7,34.17,207.2,37.9,97.4,11.91,63.7,12.59,24.83,15.01,373000,1023,2610,329,1496,287.5,1072,8.08
JERf_29,494,0.51,872,35.4,767,103.7,594,107,265.2,30.52,174.1,35.19,60.7,40.06,369000,1785,5290,785,3790,213.3,2965,21.22
JERf_30,288,0.7,1130,40.3,1190,174.4,1062,209.4,537,68.8,373,16.88,7.41,7,363000,1500,4890,787,4010,100.1,5960,45.3
JERf_31,701,1.93,819,130.4,819,122.7,771,143.3,389,52.2,322.3,18.61,21.8,31.91,381000,965,2910,472,2660,304.8,3930,43.5
JERf_32,790,2.7,733,80,650,80.9,466,84.8,217.9,27.22,154.8,61.75,137.8,46.2,376000,2433,6160,813,3670,335.2,2284,21.58
JERf_33,532,5.68,1017,93,1046,166.2,1150,238.5,702,98.4,597.4,44.96,59.3,21.71,359900,5076,10850,1237,5113,117.8,6770,81.3
JERf_34,2540,0.043,210,8.42,279,52.8,340,60.8,155.5,19.8,118,36.74,1.53,105.5,415000,108.3,438,79,483,133.1,1577,15
JERf_35,488,3.5,1519,88.8,1304,170.2,949,168.1,409,45.5,223.1,28.8,59.2,24.06,394200,4780,12270,1676,7660,134.5,4460,25.91
JERf_36,4798,0.132,248,7.87,291.2,56.2,432,93.4,278.7,39.9,246.2,42.18,1.68,86,418000,258,919,148,754,154.1,2525,32.77
JERf_37,681,4.57,1188,97.5,1135,167.4,1102,218,606,87.7,550,25.87,29.3,31.76,407000,4080,9610,1339,5750,78.3,6140,78.7
JERf_38,287,1.61,832,40.4,741,101.7,638,124.7,338.4,46,277.8,28.68,127.7,17.6,402000,4350,9840,1150,4600,113,3530,38.4
JERf_39,831,2.55,1983,40.8,1720,239.6,1499,302,836,113.6,668,26.88,116.2,29.42,393000,3360,12250,1938,9200,140.7,8350,88.5
JERf_40,441,0.204,778,38,623,81.9,475,84.1,214,26.08,140.2,10.65,6.72,6.38,390000,3280,7670,927,4210,202.3,2261,18.45
JERf_41,260.3,1.29,1087,45.1,1066,149.8,938,176.3,454.7,60.3,353,21.52,20.83,13.15,389000,2336,6660,1020,4890,89.8,4900,46.9
JERf_42,428,1.02,855,72.8,797,105.4,641,115.1,291.1,37.2,213.1,18.085,5.62,20.11,408000,1709,4800,732,3840,207.9,3050,28.54
JERvf_1,659,0.262,238,22.63,234.5,32.9,200.9,39.3,104,12.99,75.2,25.8,10.84,20.4,74300,466,1427,202,984,379,1075,9.69
JERvf_2,303.2,0.318,673,38.94,591,79.6,461,85.1,214,25.46,132.9,15.66,13.27,11.24,70100,1923,5155,698,3200,328.7,2350,15.63
JERvf_3,218,0.73,227.5,24.5,214,27.65,161.1,30.64,79.6,9.5,55.2,28.31,32.19,15.76,65500,1205,2710,296.1,1205,155.3,897,7.25
JERvf_4,272.4,0.74,300.6,38.43,291.3,39.29,231.9,43.82,111.8,13.77,74.1,10.555,8.78,7.02,57520,820,2139,278.8,1322,170.6,1225,9.51
JERvf_5,640,0.79,87.5,20.66,81.3,10.43,63.1,12.22,31.6,3.906,23.8,67.68,28.52,31.76,60900,463.1,931,107.2,453.9,192.5,342.5,3.3
JERvf_6,2859,2.25,1333,31.89,1132,143.9,783,139.3,351.8,43.75,249.1,73.66,49.3,117.3,79000,3643,9510,1296,6000,175.5,3529,32.85
JERvf_7,381.4,0.86,1189,73.5,1303,201.9,1306,251.8,662,82.9,459,38.8,8.14,7.83,65900,1180,4040,799,4365,234,6450,57.5
JERvf_8,317,0.61,75,15.97,77.1,10.01,61.8,12.45,33,4.01,23.64,19.9,24.65,13.86,73900,360,783,87.3,388,221.4,348,3.51
JERvf_9,878,23.8,88.1,21.78,84.6,11.09,65.4,12.53,33.24,4.14,25.04,83.1,31.81,33.76,62160,482.1,957,110.3,464.3,203.2,367,3.5
JERvf_10,355,7.5,162.6,23.5,163.7,22.91,142.9,29.77,82.4,10.62,62.2,52.47,11.47,13.74,55370,574,1392,176.4,783,268,855,8.95
JERvf_11,221.9,0.77,335,35.6,340.6,46.7,281.7,55.8,144.8,18.05,103.5,37.77,64.9,29.4,64300,1131,2812,344,1538,99.3,1601,14.55
JERvf_12,410.1,0.356,227.3,20.18,209,30.21,184.3,35.5,95.7,12.57,73.8,23.13,32.45,20.63,68400,964,2399,275.4,1129,74.2,1135,9.76
JERvf_13,233.4,0.387,501,28,483,64.2,370,65.1,153.3,16.32,78.6,25.92,53.8,12.09,70120,1250,3650,498,2310,140.3,1849,9.42
JERvf_14,494,0.95,232.9,19.38,196.1,24.61,144.4,26.97,70.4,9.45,54.6,11.88,33.3,13.23,75200,1060,2500,304,1297,532,711,8.03
JERvf_15,334.4,0.06,141.2,19.36,147.7,19.65,106.3,18.16,43.5,5.08,28.77,7.017,0.208,1.316,72400,113,429.5,77.2,436.8,226.5,491.8,3.552
JERvf_16,299.7,1.06,308,46.2,288.4,38.6,227.1,42.2,107.4,13.44,78.8,15.61,21.9,8.97,62400,961,2490,322,1481,270.8,1183,10.4
JERvf_17,447,2.26,210.2,16.29,217.5,25.01,128.6,23.26,50.8,5.22,27.5,24.4,7.63,0.89,76400,245,906,154,841,132.7,517,3.66
JERvf_18,261,5.8,89.9,12.89,75.2,9.56,55.4,11.32,29.58,3.77,23.28,42.26,75.1,44.44,63700,662,1364,144,548,143.1,327.7,3.209
JERvf_19,1046,1.47,616,97.3,354.6,29.08,115.7,15.45,29.64,2.78,13.03,65.32,78.1,62.8,69800,2969,7325,873,3774,163.5,402,1.691
JERvf_20,541,1.06,146,23.45,147,19.09,111.3,21.28,55.4,6.59,37.1,25.71,6.3,6.75,66100,459,1197,150,690,217.5,611,4.95
JERvf_21,520,0.297,348.2,33.82,307.8,40.3,238.5,48,129.4,16.13,87.3,22.83,51.4,27.44,75700,1784,3980,462,1993,85.9,1426,10.56
JERvf_22,247.4,0.131,269.4,10.41,240.2,31.7,183.5,33.85,91.5,11.06,60.8,10.367,10.22,25.93,76700,704,2074,271,1269,277,907,8
JERvf_23,582,2.39,47.9,9.65,45.3,5.68,33.6,6.34,17.08,2.132,12.81,39.38,58.4,38.39,67000,408,679,67.8,264.2,158.5,189.6,1.885
JERvf_24,254.5,1.11,405,42.5,384,49.1,291,52,129,15.97,85.4,6.122,3.26,1.647,76800,1198,3080,393,1864,391,1417,10.93
JERvf_25,269.4,2.22,101.7,19.12,79.6,9.82,54.2,10.29,25.96,3.19,17.86,50.01,104.3,65.4,78900,606,1358,143.8,586,419,279,2.61
JERvf_26,364,0.86,163.8,15.2,160,21.65,128.9,25.5,66.9,8.51,47.2,25.6,45.7,27.69,71400,1095,2209,225,881,133.7,728,6.41
JERvf_27,282.7,1.36,345,19.19,302.7,41,238.5,46.2,120.8,14.85,83.2,26.74,38.7,24.18,67600,1564,3780,445,1820,86.5,1360,11.49
JERvf_28,682,0.57,1113,40.18,1015,138.6,817,149.6,388.9,47.6,267.8,25.71,11.69,35,68800,2458,6709,989,4919,165.9,3991,34.57
JERvf_29,254,0.22,199,22.3,204.6,26.4,163,30.6,78.7,9.78,51.3,13.18,3.85,4.26,57600,519,1409,194.1,900,123,910,6.92
JERvf_30,480,0.314,110.7,10.33,103.9,12.45,71.3,14.47,37.8,5.05,29.5,12.736,13.96,10.4,77900,502,1178,134.9,595,239.6,390,4.96
JERvf_31,256,0.72,264,29.08,249,31.8,191.9,36.7,98.6,12.71,78.9,58.7,45.3,54.4,63500,403,1515,226,1106,259,1011,11.55
JERvf_32,226.7,0.018,3.56,1.42,2.78,0.272,1.71,0.392,1.32,0.159,1.29,11.87,0.38,0.785,75300,46.4,68.9,5.66,21.6,218.7,13.9,0.297
JERvf_33,364.9,2.34,262,47.04,178.8,19.03,102.4,20.34,54.1,7.2,46.2,29.97,58.1,7.07,73400,3629,6180,602,2123,1752,618,7.43
JERvf_34,336.8,1.55,156.1,14.41,174,24.4,143.1,25.85,62.9,7.16,39.8,58.41,56.5,39.45,74200,495,1156,139.8,627,129.4,765,5.16
JERvf_35,245,4.68,287.8,15.87,246.7,31.59,178.1,32.63,83,9.48,49.1,10.503,24.36,5.314,71900,1038,2512,313.2,1421,538.2,894,6.37
JERvf_36,605,2.6,259.3,18.45,237.2,32.7,199.5,38.53,103.3,13.31,76.2,19.44,33.1,12.79,74600,669,1860,253.4,1184,478,1034,9.76
JERvf_37,614.7,0.171,477.1,26.92,472.9,59.9,317.6,52.19,112.8,11.04,49.6,48.31,38,39.57,66200,502.1,1882,306.1,1633,39.8,1408,5.81
JERvf_38,876,0.71,262,45.4,252.2,33.72,201.8,39.4,106.5,13.77,83.7,11.83,8.94,7.13,70600,1017,2340,284.3,1262,88.6,1124,11.37
JERvf_39,855,0.97,535,28.95,488,67,397,75.3,193,23.88,138,46.57,31.1,6.36,67000,1675,4180,540,2514,694,1994,17.62
JERvf_40,560,1.64,3772,30.75,3488,518,3183,600,1483,173.5,904,66.89,465,36.23,67800,8530,26940,3800,17170,85.9,15290,102.4
JERvf_41,249.8,1.22,98.5,15.12,85.5,10.75,68.1,12.99,35.4,4.69,27.22,50.96,143.6,51.33,61800,1026,1881,175.6,616.6,156.6,405.8,4.17
JERvf_42,353,0.96,1100,50.8,1298,213,1443,296.8,836,110.2,624,19.14,14.21,31.6,75800,1132,3780,660,3640,100,8310,78.9
JERvf_43,612,1.13,825,72.3,763,105.1,612,111,289.2,36.47,213.6,27.41,33.8,27.93,74300,1237,4079,634,3345,225.3,3024,28.41
JERvf_44,462,1.86,183.5,31.41,199.7,26.15,157.1,29.72,73.9,8.67,44.9,13.85,9.3,7.17,65300,434.1,1110,149.8,751,163.5,827,5.66
JERvf_45,7570,1.72,251.5,14.29,211.9,27.96,167,33.02,93.4,12.58,80.5,16.33,12.65,36.56,63700,887,2456,307.7,1304,302,922,11.71
JERvf_46,759,0.48,218.2,28.95,206.5,27.2,166.1,33.14,92.6,12.15,74.9,13.85,28.52,44.2,69500,610,1652,217.5,987,387,878,11.15
JERvf_47,436,12800,456,49.9,419,56.9,360,70.8,208.7,30.6,207.3,55.28,109.7,104.4,60800,734,2650,403,1999,363.2,2098,29.8
JERvf_48,360.5,1.15,804,39.84,883,133.4,828,161.1,421.6,51.8,268,28.73,28.97,17.4,59400,1336,4258,615,3043,92.3,4819,31.93
JERvf_49,237.8,6,67,15,64.1,8.69,51,10.04,26.67,3.44,19.31,47.58,87.5,53.68,69700,399.3,795,84.7,344.5,189.5,286.8,3.022
JERvf_50,423.2,0.267,319.7,41.3,363.4,52.3,318.8,62.2,164.6,20.5,115.4,13.14,7.11,3.737,69800,401,1271,212.9,1117,111,1712,15.52
JERvf_51,556,2.19,725,28.4,680,92.2,566,109.2,293.6,35.9,192.7,139.69,431,160.5,70100,4760,8890,973,3925,173.2,3160,24.95
JERvf_52,330.2,0.777,804,32.9,683,90.7,525,97.2,242.2,30.2,169.3,13.21,10.45,9.88,72700,2690,6970,915,4130,218,2586,21.41
JERvf_53,1282,0.55,923,22.3,758,87.9,401,55.7,101.9,8.42,33,86.58,0.23,19.7,62200,1000,4320,692,3560,215.4,1578,3.43
JERvf_54,616,0.23,259,32.1,454,90.8,608,112.3,254,26.76,131,71.8,5.32,13.5,48400,105,407,76.8,503,73.1,3468,13.98
JERvf_55,639,17,1097,94,1143,187.9,1244,254,727,100.1,609,105.2,88,79.2,53520,1590,5420,806,3810,291,7430,84.8
JERvf_56,3440,7.8,1101,88.1,1015,142.2,855,160.6,432,57.4,351,31.98,11.83,25.11,53200,1587,5180,818,4400,109.2,4470,49.3
JERvf_57,820,33,1041,62.3,1000,137.7,843,163.1,435,57.8,332,50.4,12.84,17.61,56800,1802,5410,823,4220,156,4216,44.3
JERvf_58,409.6,1.06,501,22.95,441.7,61.3,356.3,67.2,178.2,22.81,131.8,45.35,30.19,6.26,56400,1571,3890,500,2285,277,1822,17.66
JERvf_59,835,0.56,42.1,19.09,41,5.54,33.6,7.35,23,3.3,20.7,40.3,4.58,7.6,53600,222.6,457,52.9,224.4,227.3,222,3.91
JERvf_60,1156,2.42,992,37,890,123.2,751,149,403,51.3,307,67.9,60,9.84,57000,4100,10150,1223,5140,222,4280,39.8
JERvf_61,662,5.52,1045,97.4,772,114.6,722,140.1,402.3,56.5,344.3,42.76,25.1,41.32,56900,3548,10580,1370,5610,321,4181,46.1
JERvf_62,6580,150.3,382,24.7,372,48.7,284,54.5,131.3,14.68,69.7,63.95,1.38,2.48,55700,795,2385,339,1688,104.3,1442,8.91
JERvf_63,1123,34.1,337,13.7,391,66.3,445,88.4,245,34.4,208,189.6,0.249,4.81,35200,273,1000,170,948,490,2350,27.6
JERvf_64,691,2.64,1610,99.8,1225,162.7,933,175.5,467,62.4,365,38.2,23.3,15.71,64400,3490,12840,1973,8640,422.8,4990,44.1
JERvf_65,537,0.18,741,18.35,823,118,753,152.9,399.3,45.9,236.7,21.44,8.45,5.65,71300,1322,3910,581,2947,151.1,4281,29.14
JERvf_66,626.6,1.22,1492,37.41,1342,166.6,883,150.4,347.3,37.24,191.8,34.98,283,2.728,63170,3044,9780,1429,6800,100.1,3982,22.64
JERvf_67,356,3.16,1059,73.8,1153,184,1247,253.8,724,96.6,550,15.67,108.1,20.17,63200,2170,6300,883,4240,383.1,7140,68.4
JERvf_68,273,1.56,1437,40.04,1539,231.2,1466,294.6,806,99.2,557,32.37,8.57,25.89,65100,2172,6660,1063,5430,109.1,8060,67.7
JERvf_69,236.6,51000,681,92,566,58.7,239.5,31.18,63.6,7.94,55.7,24.76,6.23,25.4,69600,1331,3751,542,2692,243.5,845,9.5
MARf_1,632,4.27,308.5,46.8,210.2,24.13,125.5,22.41,58,7.53,44.9,30.84,42.72,86.9,189300,1377,3487,424.9,1813,592,672,6.36
MARf_2,526,19.81,252.8,28.23,213,25.58,140.2,25.24,62.4,7.53,38.9,6.796,22.27,6.07,215100,882,2165,279.4,1284,885,720,5.05
MARf_3,632,5.66,223.6,29.6,199.8,25.78,148.3,27.88,70.9,8.42,46.9,8.341,3.3,1.064,203600,671,1729,229.3,1073,671,751,6.09
MARf_4,635,8.46,103.6,23.35,71.4,7.31,35.3,5.49,12.13,1.325,6.73,2.28,5.63,1.129,201400,321,892,115.3,547,1765,139.4,0.809
MARf_5,194.1,5.8,102.6,1.8,157.5,18.92,122.4,26.1,68.8,7.98,38.2,2.831,8.69,0.182,214500,105.4,56.7,52.7,368,83.5,834,5.32
MARf_6,1320,2.24,283.2,34.6,220.6,28.7,166.9,32.53,86.4,11.16,64.1,9.662,27.38,4.64,199900,1854,4050,441,1711,436,938,8.59
MARf_7,646,9.15,121,25.91,114.9,14.65,84,15.49,38.2,4.65,24.04,3.679,2.69,0.856,209400,240.4,659,98.6,508,859,396,3.241
MARf_8,1814,2.06,252.6,18.4,215.2,25.83,152.8,29.48,81.9,10.41,64.7,11.06,8.1,2.94,201200,1538,3260,340.5,1500,133.6,831,9.94
MARf_9,613,7.04,255.4,27.09,217.4,28.19,164.6,30.3,77.7,9.53,52.2,11.43,3.83,1.098,210600,842,2052,264.4,1241,553,884,6.96
MARf_10,604,5.31,125.1,24.57,118.7,14.82,84.5,15.77,39.4,4.51,23.83,4.437,3,0.965,211000,300.4,792,111.5,556,907,411.4,3.231
MARf_11,1122,1.62,226.1,26.22,173.7,21.75,126.9,24.26,65.3,8.37,48.2,14.02,16.81,4.47,211700,1219,2792,317.1,1375,589,660,6.76
MARf_12,470,8.63,85.7,17.22,80.7,10.02,58.6,10.46,27.7,3.1,16.52,21.08,5.12,1.426,209100,194.6,539,78.2,391,885,267.9,2.26
MARf_13,435.2,0.271,181.2,5.71,171.9,23.51,145.8,29.57,85.1,11.82,74.8,32.37,23.44,46.7,211600,328.3,1188,168.9,808,105.8,888,10.28
MARf_14,2089,0.75,189,14.81,173.3,22.5,134.8,26.8,72,9.85,61.2,8.546,16.5,4.62,212000,2099,3310,309,1130,177.1,723,9.97
MARf_15,1974,1.85,392,25.88,346,45.2,260.5,49.1,127.8,16.45,97.4,10.471,6.76,2.181,209400,1252,3160,402,1945,187.5,1402,13.13
MARf_16,1437,2.65,384,29.57,315.1,43.7,268.9,51.2,136.7,17.6,99.2,10.067,17.67,4.53,210600,1318,3424,421,1830,386.5,1472,12.47
