Comments,Al,Sr,Fe,Y,Zr,Nb,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,W,Pb,Th,U
MAR_tivf_3727,16900,8.41,15500,791,726,1363,560,1810,203,837,181.7,43.7,161.1,24.55,154.2,28.7,79,10.34,57.8,6.52,21.1,128,7.39,31.5,18.8
MAR_tivf_3729,9560,28.8,16260,3710,706,1930,4166,11060,1167,3940,569,41.6,438,69.5,464,108.6,381,68.9,511,78.5,80.3,199,73.9,367,109
MAR_tivf_2415,12600,191,17100,1060,396,262.5,2406,4790,478,1808,297,54,230.3,32.8,188.7,38.3,108.8,15.99,112.7,18.47,29.53,174,52.4,296.2,116.2
MAR_tivf_3750,7320,7.13,19500,3437,525,1412,3622,9940,1146,4272,727,56.2,574,84.7,532,113.2,361,59.6,447,75.8,59.8,60,65.48,310.1,386.9
MAR_tivf_3757,8630,13.82,14130,4870,672,1597,3860,12030,1511,5640,868,73.8,661,103.1,681,155.6,505,84.2,579,80.9,56.6,23.7,14.08,254,36.4
MAR_tivf_3776,10130,41.3,24800,5640,623,1406,3598,12170,1656,6810,1224,158.1,972,143.2,900,188.2,590,92,605,78.6,52.9,90.4,23.69,224.3,29.52
MAR_tivf_3834,7820,6.76,18490,11700,925,4720,2920,10560,1765,8500,2330,101.2,2040,349,2260,442,1230,172,951,116,105.5,84.6,163.2,323,151
MAR_tivf_3889,11500,11.49,15480,5460,748,1771,3700,12030,1553,6030,997,80.4,808,122.7,826,184.2,584,94.7,615,78.5,72.9,75.7,31.72,262.4,63.2
MAR_tivf_3929,6800,6.64,14230,5700,749,2325,3728,11710,1564,6570,1343,77.9,1073,165.9,1000,203.8,585,83.1,534,75.8,82.4,73,36.19,463,141
MAR_tivf_3972,8300,6.66,15880,9450,985,2770,3790,13780,1903,7570,1512,79.5,1337,221.7,1548,323.9,1010,149.5,938,114.6,99.4,51.6,21.8,304,36.3
MAR_tivf_2757,7580,14,14910,1317,476,956,2600,5810,585,2020,327,46.5,252,34.7,219,45.1,131.7,20.7,150.1,25.1,38.8,258,82.4,305,164.2
MAR_tivf_2766,7850,5.83,15730,7210,995,2415,3710,12570,1709,6910,1296,84.9,1083,175.7,1217,254,751,112.9,715,86.8,94.5,223,75.5,276,29.26
MAR_tivf_2967,8490,8.99,15290,13070,210,2490,1590,7500,1343,7090,2060,165,1980,354,2360,514,1450,220,1292,148.6,36.26,7.6,14.55,111,99.1
MAR_tivf_2969,6160,7.62,14470,2600,503,1194,4210,10840,1261,4690,723,73.5,540,76.3,460,95.4,270,40.4,304,50.9,50.4,16.5,38.03,358,215.5
PAL_tif_2997,20460,3.82,6490,4880,28.9,813,1.41,14.67,6.53,50,84.6,115.7,329,72.9,561,138.9,480,72.9,580,111.2,1.88,12.08,2.826,0.283,15.4
PAL_tif_3178,10320,24.6,10980,3880,362,1573,288.7,1526,302,1822,564,152.8,588,98.7,677,131.3,397,58.1,424,55.4,47.9,150,12.935,63.2,57.6
PAL_tif_3257,8170,36.32,8630,1312,307.9,430,503,1931,290.8,1294,269.1,102.2,237.5,37,236.6,46.6,133.4,20.28,142.1,18.61,20.31,31.9,9.26,71.4,33.6
PAL_tif_3265,6250,23.12,7550,626,425,1441,1346,2885,289.4,985,134.5,77.1,110.9,15.8,103.4,20.96,64.1,9.99,76.9,12.77,24.58,75,11.7,272.4,21.49
PAL_tif_3278,4900,20.56,5750,554,151.1,619,358,940,121,499,104.2,43.8,93.1,15.23,98.7,19.72,59.1,9.07,66,9.18,6.72,65,10.21,19.94,13.11
PAL_tif_3323,6330,10.66,9030,247,167.1,148.9,201.4,459,53.6,208.8,43.2,24.5,39.6,6.76,45.9,9.69,27.8,4.43,32.3,5.08,5.57,42.7,7.914,5.47,5.45
PAL_tif_3375,7090,18.07,7080,353,137.2,755,294,835,99.2,396,71.3,75.5,56.7,8.95,53.3,10.94,36.1,6.01,44.7,7.58,7.16,115,19.83,35.3,31.78
PAL_tif_3376,7380,14.96,9000,833,115.1,911,114.6,441,71.1,353,96.1,66.7,101.1,16.07,116.8,24.04,77.7,12.42,90.6,14.69,9.5,10.1,4.067,16.16,6.41
PAL_tif_3409,8280,53.11,7340,1653,189.6,477,98.6,624,145.2,927,286.9,112,308.4,46.9,309.8,61.6,172.5,24.95,173.1,24.9,16.36,79.7,34.54,6.49,25.9
PAL_tif_3660,7610,16.77,11320,968,543,310.4,805,2497,307.4,1224,208,49.5,166.3,24,166.7,34.5,102.5,17.12,124.3,20.18,20.7,154,39.8,105.6,96.2
PAL_tif_3677,8870,24.88,8900,2310,159.9,567,118.9,718,169.9,1082,406,233.3,473,76.1,526,95.6,259,36.6,232.8,29.7,10.42,331,41.77,3.479,9.83
PAL_tif_3007,11550,14.11,8230,165.5,54.8,97.1,40.6,180.2,29.3,130,25.7,14.88,24.6,3.44,26.4,5.09,16.9,2.75,21,3.71,4.23,218,9.37,10.84,10.63
PAL_tif_3683,6390,14.85,8420,4110,185.1,2003,225.1,1161,240.4,1482,523,114.8,606,102.3,712,147.2,430,65.8,452,64.9,25.34,114,43.29,44.44,190.6
PAL_tif_3698,5430,18.06,5090,403,133.6,540,122.2,339.2,50.1,223.3,54.2,69.3,59.4,8.91,60,13.22,41.3,6.88,58.2,9.52,10.87,3.75,4.05,3.89,16.25
PAL_tif_3760,10180,16.22,7870,10.51,21.2,161.3,46.9,57.1,4.45,15.2,1.65,3.14,1.55,0.28,1.94,0.348,0.75,0.168,1.59,0.26,0.707,152,17.86,0.776,0.94
PAL_tif_3870,10380,18.08,7230,83,84,448.6,85.3,208.8,25.82,95.3,16.3,13.9,12.8,2.14,15.1,2.88,7.58,1.19,8.9,1.26,4.49,135,16.02,3.22,4.82
PAL_tif_3889,7710,41.83,9270,2480,171.9,700,210,1060,224,1350,409,114.6,458,69,454,91.2,259,37.2,250,32.7,17.9,374,60.5,30.1,58.8
PAL_tif_3890,11050,19.87,9240,1185,282,720,523,1797,249,1129,226,62,199.4,30.6,206.4,43.1,125.2,20.3,143.5,21.05,14.86,183,14.39,124.1,39.8
PAL_tif_3903,7760,20.98,9460,2240,274,1115,945,3420,509,2360,502,95,434,62.8,403,79,213.5,31.2,226,29.7,14.38,16,8.89,71.5,29.6
PAL_tif_3955,13510,19.2,10470,851,115.8,1137,46.9,193.1,46.6,268.4,98.4,92.6,102.8,18.12,129.8,27.02,85.2,14.53,116.8,17.34,8.63,1520,88.8,1.459,56
PAL_tif_4141,12520,19.21,9720,369,98.1,137.6,24.62,167.7,41.9,255.9,76.1,17.3,83.9,12.19,76.2,14.89,37.5,5.31,32,4.68,2.87,127,9.22,0.164,0.553
PAL_tif_4181,6100,25.4,6380,2780,417,530,907,3130,501,2420,524,141,525,78.8,530,105.4,296,41.6,273,35.4,33.2,24,5.594,47.4,14.09
PAL_tif_3015,10870,18.09,24300,51.8,33.1,265.1,108.9,232.3,23.1,74,10.1,11.07,7.5,1.12,7.9,1.45,5.28,0.84,8.29,1.41,1.22,2110,13.57,2.365,5.3
PAL_tif_4185,9300,18.72,11330,5690,255.6,1928,313.4,1561,326,1920,698,159.3,822,133,958,189.7,576,90.5,618,87.8,51.8,4.5,61.42,254.1,513
PAL_tif_4214,12900,26.33,22500,4650,271.4,1383,312.8,1737,360.8,2156,690,173.6,715,118.1,815,165.7,491,75.7,508.3,66.8,34.47,640,16.78,81.5,75.2
PAL_tif_4432,8280,18.19,6720,276.9,146.3,468,25.1,116.6,22.8,118.3,35.2,50.5,35.1,5.73,37.6,8.06,25.9,4.33,33.1,5.44,8.9,18.9,3.002,2.62,5.28
PAL_tif_4467,6045,12.4,8920,466,1448,248.4,631,1506,153.8,547,89.1,30.63,80.1,12.22,82.6,16.77,53.4,8.33,61.1,10.31,84.5,53,19.58,153.1,93.1
PAL_tif_4481,6960,20.61,6730,1690,186.3,2134,265,1377,254,1424,380,154.4,379,57.5,382,66.3,174.3,24.3,144.4,17,8.75,213,11.44,4.16,3.94
PAL_tif_4499,6540,20.92,6780,1482,305,1270,991,3140,402,1620,289,90.1,253,38.6,253,49.9,153.6,23.6,172,24.8,21.2,129,33,317,173
PAL_tif_2925,10510,17.64,7750,1486,278,1001,1010,3180,423,1770,338.5,99.7,308,44.6,295.3,57.4,165.3,24.85,173,25,23.86,610,47.82,281.1,137.4
PAL_tif_3490,6270,11.75,10060,4180,510,1611,2124,6270,902,3770,730,125.2,720,111.5,749,150.5,434,65.9,443,67.6,52.3,129.8,45.67,684,262.4
PAL_tif_3542,10700,36.3,15600,6106,365.4,2528,958,4571,933,5059,1308,203.6,1239,189.1,1274,235.8,653,90.7,557.4,65.9,35.15,67,10.5,97.6,36.1
PAL_tif_3642,5910,24.36,10350,1397,1300,2291,2927,6940,738,2656,383,95,298.9,40.6,245.3,48.8,135.7,19.9,144.3,23.45,58.2,51.6,45.27,493,243.2
PAL_tif_3019,11600,14.92,7840,396,44.8,191.5,0.9,6.04,2.1,19.1,18.3,7.67,40.3,8.81,69.8,14.97,46.9,6.72,47.1,6.72,3.35,40.4,7.86,0.0431,1.86
PAL_tif_3665,9670,19.3,6840,5120,244.9,1584,388,2337,512,2900,888,153.1,884,143.4,961,183.8,529,76.7,506,63.8,24.23,49,10.19,68,41
PAL_tif_3684,6060,25.11,6940,3290,350,2032,879,3600,622,3020,684,201.4,633,94.4,626,120.2,344.5,51.1,354,48.1,27,11.42,34.15,201.3,261.2
PAL_tif_3768,6270,29.1,5240,404,303,302,911,2070,231,903,150,41.5,114,15.4,93.9,16.6,43.3,5.93,36.6,4.91,15.44,98,15.3,64.2,2.11
PAL_tif_3846,8080,39.96,7780,3131,426,818,1393,5260,872,4010,798,268,680,98.3,629,115.4,318.4,44.7,289.3,34.9,22.39,14.7,6.127,42.5,17.83
PAL_tif_3883,9500,9.04,10960,799,2930,1482,650,2180,298,1405,243,126.6,178,25.3,154.4,28.7,82.2,12.99,90.2,12.44,103.6,81,8.8,38.2,6.43
PAL_tif_3939,6850,21.75,7630,1890,211.1,888,445,2010,334,1519,320,130.9,268,43.5,297,62.7,209.4,37.7,296,44.7,9.19,20.1,10.159,40.5,46
PAL_tif_3989,11130,45.78,12740,7260,140.8,1181,348.5,2179,514,3478,1242,278,1404,217.9,1463,270.7,721.8,96.6,558,61,14.32,49,7.25,16.57,8.69
PAL_tif_4022,9460,69.8,9650,3843,254.4,2289,437.2,2247,430.7,2368,666,214.6,671,101.9,690,137.8,406,62.2,442,62.7,33.51,81,93.19,364.7,644
PAL_tif_4032,8630,27.56,10660,3630,320,1458,478,2456,479,2598,685,165.8,662,103,669,134.6,375,55.8,365,48.7,30.2,76.5,13.455,96.4,72.4
PAL_tif_4123,257000,108.3,623000,980,337,846,24.8,117,29.5,196,84,16.3,130,21.5,172,37.4,113,17.1,120,16.6,45.1,513,30.91,1.82,11.5
PAL_tif_3020,6980,14.77,7880,2370,1449,2102,174.2,535,96.4,588,252,86,327,57.2,387,75.6,219.7,36.9,257,36.2,125.5,49.3,10.817,35.4,54.7
PAL_tif_4155,5380,22.99,12500,1571,223.5,1198,571,2234,335.7,1484,301.9,113.6,265,40.5,274.4,54.5,165.6,25.9,189.9,25.8,11.61,88.3,15.45,57.4,32.6
PAL_tif_4173,15040,80.2,14740,899,399,1006,1799,5440,777,3210,542,112.8,380,44.5,226.3,38.2,86.6,9.76,59.9,7.76,21.45,19.2,32.27,112.6,18.44
PAL_tif_4293,5140,7.36,7910,3510,199.5,1673,1152,5620,1043,4690,830,102.6,691,95.7,601,120.3,364,58.1,432,63.4,54,103,33.42,161.1,157.2
PAL_tif_4403,16100,25.5,26000,2938,260,5130,239,975,180.1,1004,344,188.4,375,62.2,448.5,93.8,303.5,49.3,373,54.6,28.3,303,70.4,95.8,559
PAL_tif_3075,8190,18.69,8010,386,110.6,387,326,996,118.1,450,79.5,33.5,62.5,9.63,62,13.39,40.5,6.62,56.6,8.58,3.99,13.01,3.892,7.05,10.16
PAL_tif_3097,15810,38.8,16500,979,106.3,190.1,11.11,101.5,39.7,325.1,134.4,46.5,158.6,25.6,179.6,36,105.1,15.45,106.1,14.96,8.3,402,19.5,0.568,1.486
PAL_tif_3108,8960,19.37,6150,474,177.6,818,108.6,446,75.1,338,79.4,72.1,75.8,11.35,75.7,16.02,48.4,8.11,63.4,10.57,15.49,617,32.73,18.74,36.6
PAL_tif_3121,10110,9.89,22000,2850,409,727,168,893,211,1280,418,63.4,476,77.1,545,106.1,309,44.4,294,40.6,24.8,1040,53.17,43.8,82.2
PAL_tivf_14269,11590,20,16600,1950,931,1110,397,1430,207,979,280,32.3,273,49.6,336,72.7,215,33.6,226,30.8,52.3,106,8.06,46.7,42.6
PAL_tivf_14843,8550,25.92,8390,231,526,178,379,939,109.8,461,90.9,61.8,66.5,9.29,56.5,9.53,24.4,3.34,21.5,3.27,33.5,102,8.07,16.24,1.434
PAL_tivf_14846,13900,15.1,48800,12.9,18.4,318,34.7,64,5.07,16.5,2.19,1.89,1.61,0.319,2.95,0.62,2.16,0.35,3.18,0.57,0.96,950,44.2,1.03,14.7
PAL_tivf_14860,6910,249.5,5108,640,233.6,790,39.1,247,60.9,400,148.8,55.8,141.1,21.88,132.7,23.86,62.6,7.99,49.7,6.31,10.94,38,14.7,5.02,4.66
PAL_tivf_14914,8320,14.17,5480,69.9,37.5,857,0.106,0.38,0.112,0.55,0.64,0.95,1.46,0.66,8.04,2.59,10.5,2.66,19.6,2.38,3.15,93,3.72,0.04,0.57
PAL_tivf_15020,9970,32.3,8090,439,99,1456,72.7,292,52.3,290,83.5,44,78.6,13.86,87.2,16.7,47.9,6.55,42.3,5.69,4.29,1450,59.2,1.04,1.43
PAL_tivf_15089,14600,30,25600,6.64,67.6,91.3,14.45,41.3,3.01,10.5,1.71,2.39,1.08,0.221,1.79,0.294,0.91,0.133,1.16,0.208,2.17,345,169.5,0.51,28.2
PAL_tivf_15118,12690,5.42,11770,2700,253,280,138,1470,328,1770,447,103,399,53.8,332,75.1,222,31.3,212,40.1,15.8,69.2,66.1,4.8,12.7
PAL_tivf_15140,5860,74.1,6430,750,297,302,500,1213,164.8,726,167,53.4,141.6,23.6,152.4,29.5,84.2,13.32,96.7,14.63,9.85,16.8,7.01,49.9,4.26
PAL_tivf_15160,16920,31.6,17900,358.7,61.5,605,152.2,457.7,62.6,265.3,58,13.91,50.7,8.15,57.8,12.18,38.1,6.55,50.6,8.21,4.24,385,50,14.43,25.8
PAL_tivf_15180,12090,24.17,13400,61.7,78.9,1231,4.1,25.7,4.47,24.3,9.9,1.11,11,1.75,11.7,2.03,5.93,0.86,6,0.92,3.21,52.6,13.05,0.474,2.18
PAL_tivf_14311,6270,10.91,8210,3420,1230,1026,428,2320,418,2090,573,99.9,533,84.1,570,114.1,357,55.1,376,56.2,132.8,211,32.21,247,229
PAL_tivf_15197,7020,20.67,8060,1018,145.4,572,397,1559,232.9,1111,247,35.1,205.8,31.18,201,38.9,109,16.08,100.1,13.1,5.94,116,7.23,14.34,10.22
PAL_tivf_15264,6670,29.32,7530,3220,527,3540,1307,4840,722,3300,716,176.5,609,91.3,597,116.8,356,53.4,362,48.2,57.2,128,91.93,1213,669
PAL_tivf_15307,6250,28.6,5400,831,208,197,524,1770,222,988,196,68.2,150.9,23.8,154.5,30.9,93.6,15.1,100.6,14.5,9.3,46,4.45,20,9.32
PAL_tivf_15409,4920,21.2,20600,1470,184,903,493,1980,281,1259,276,89.2,208,33.1,225,45.7,137.4,22.9,169,23.4,9.27,62.7,9.65,54.4,24.8
PAL_tivf_15476,7850,23.31,7270,3592,211.2,1833,267.3,1474,290.3,1622,530,203.1,480,81.7,569,117.5,371.2,63.3,477.9,65.3,19.55,63,22.189,30.1,169.6
PAL_tivf_15505,8280,14.16,10090,1240,242.2,453.8,524.8,1948,252,1080,211.9,59.5,179,29.4,192.8,41.2,131.1,21.52,156.4,24.37,13.92,138,10.48,30.3,45.28
PAL_tivf_15506,13390,46.1,12250,188.3,132.3,668,220.8,544,64.6,243.4,45.6,30.32,32.2,4.83,30.3,6.49,19.1,3.04,22.3,3.42,7.67,890,30.67,10.19,7.59
PAL_tivf_15525,19200,34.1,26400,2816,283.3,1388,426,2048,357.1,1919,546,168.4,500,79.4,519,98.9,302.7,45.9,315.8,43.4,28.49,267,17.19,139.5,81.1
PAL_tivf_15573,6450,39.2,7340,1480,193,1140,415,2078,360,1748,382,154,282,36.3,222,44.1,132,20.9,143,22.4,16.92,24.9,20.04,56.7,25.9
PAL_tivf_15581,9340,13.46,6500,231,39.9,387,2.53,10.91,2.32,16.1,9.91,12.66,18.2,3.96,31.9,6.75,24.9,4.43,35.7,6.15,5.26,11.2,2.676,0.22,1.338
PAL_tivf_14312,7100,105.5,3172,702,251.2,85.4,152.4,542,94.2,547,154.7,63.3,151.4,23.1,140.7,26.64,71.8,9.51,60.3,7.75,11.54,124,7.89,1.495,1.011
PAL_tivf_15639,9930,36.9,7890,505,68.6,405,21.2,137,30.6,204,79.6,12.54,88.7,14.7,94.9,19.5,56.3,8.81,59.6,9.16,8.36,448,10.61,0.68,1.21
PAL_tivf_15643,8240,17.05,5290,110.1,26.7,498,51.4,192.5,26.2,116.8,19.2,20.28,18.4,2.32,14.96,3.13,10.95,1.79,13.2,2.16,1.567,40,3.47,1.502,4.69
PAL_tivf_15646,8550,20.89,8590,887,224.7,541,412,1705,236,1068,223.2,71.9,182.1,26.46,173.3,32.74,94,13.39,95.1,13.36,11,127,19.22,31.67,8.73
PAL_tivf_15651,7130,46.6,6960,1400,187.8,474,367,1823,295.6,1500,315,156.3,236,32.7,202,43.2,140,23,175,29.2,17.73,38,26.53,62.7,108
PAL_tivf_15666,8450,16.05,7060,349,110.6,825,130.2,501,81.2,385,82.7,45.7,70,9.68,66.6,12.11,36.7,5.36,38.8,5.75,4.06,304,24.13,4.75,14.86
PAL_tivf_15693,6780,24.1,7100,1750,144,1460,1310,4170,535,2110,386,71.7,282,45.6,301,61.5,181,31.2,242,29,6.26,25.2,8.79,125.4,34.6
PAL_tivf_15707,8490,11.16,5080,221,114,1770,0.71,3.79,1.36,9.3,8.1,0.96,11.5,3.38,29.9,8.38,32.2,5.13,38.7,3.9,12.2,333,5.16,0.26,1.52
PAL_tivf_15710,14400,10.3,31400,18820,723,3560,1637,8810,1822,10360,3356,140.8,3361,597,4050,776,2100,279,1650,186,69.5,281,13.63,146.5,35.4
PAL_tivf_15720,9800,15.75,7280,276,57.9,324,0.702,3.14,0.88,6.79,7.3,5.12,18.2,4.4,38.2,10.25,33.6,6,45.4,7.5,5.24,340,10.46,0.203,24.8
PAL_tivf_15884,7940,19.43,7730,913,198,463,81.7,352,63.1,387,134,69,125.9,23.3,148,31.6,94.3,15.3,110.6,16.12,18.1,2.44,4.266,5.37,18.37
PAL_tivf_14413,6740,42.25,7940,141.1,182.3,98.5,170.7,352,38.8,151.3,26.1,23.2,22.6,2.96,19.2,4.14,13.84,2.38,19,3.35,9.27,76,12.91,1.53,23.3
PAL_tivf_16009,15400,20.9,100000,645,99,730,321,1020,177,800,191,44.8,155,23.5,144,25.7,70,9.7,58,7.9,2.75,492,45,3.47,1.91
PAL_tivf_16119,8730,22.63,9120,253,104.9,105.6,207.9,569,72.2,298,64.3,25.1,48.5,7.42,46,9.02,25.6,3.88,27.3,3.89,2.49,74,10.3,4.41,3.19
PAL_tivf_16209,4490,44.75,5105,648,330,304.4,377.9,1365,192.5,861,169.3,82.6,122.6,17.44,110.7,22.41,66.5,10.73,73.4,11.16,17.39,45.4,6.278,18.81,13.46
PAL_tivf_16300,6800,49,5540,1643,225,621,287,1407,262,1461,367,102.9,310,46.1,305,57.4,166.8,23.3,151.8,20.6,15.5,16.9,10.29,9.3,37.4
PAL_tivf_14263,17600,13.95,18500,57.7,59,515,59.9,130,13.8,45.8,6.37,16.1,6.15,1.08,7.4,1.88,6.68,1.06,7.07,0.97,1.95,304,15.12,0.68,0.945
PAL_tivf_14274,6100,14.85,6150,1820,179.4,1108,565,2298,331.7,1536,356,58.9,302.6,47.1,316,65.4,199.5,31.4,224.4,32,10.07,86,6.21,32.26,19.54
PAL_tivf_14401,7710,21.46,7670,1545,206.4,1516,217.2,987,177.1,913,264,96.4,238.2,38,261,51,162.1,25.2,172.7,24.6,14.71,2120,10.79,38.5,38.9
PAL_tivf_14442,12760,9.27,5470,14.2,19.7,104,0.03,0.186,0.028,0.23,0.008,0.319,0.25,0.15,1.44,0.487,2.21,0.467,3.17,0.298,2.16,106,2.472,0.0066,0.0475
PAL_tivf_14486,8230,30.9,7850,3160,334.6,1295,487,2470,428,2132,574,152,498,83.3,562,109.7,327,52,351,43.7,25.9,190,21.3,174,121.6
PAL_tivf_14737,7150,14.17,7950,4173,158.6,1974,183.5,1029,217.1,1378,551,113.9,598,103.6,723,142.9,437,66.4,482,71.2,24.4,151,30.56,26.01,165.8
PAL_tivf_14574,10660,50,11090,5800,193,1320,417,2420,494,2910,911,186.5,855,134.5,885,182.5,549,78.1,469,52.4,17.5,96,6.31,18.7,7.41
PAL_tivf_14908,9990,17.5,10210,7480,384,2699,1087,5837,1061,5290,1249,170.1,1101,177.7,1213,257.1,836,143.5,1088,164.1,41.68,180,61.08,380.5,391
PAL_tivf_15346,6380,17.76,6630,1020,189,1170,271,1371,208,885,191,65.4,145.2,22.8,149.6,32.3,104.8,18.22,141.7,22.6,11.97,83.7,36.36,91.6,44.9
PAL_tivf_15702,25940,289,13730,79.3,88.3,52.9,19.6,64.1,10.3,58.6,14.3,16.18,16,1.95,13.1,2.72,7.7,0.99,5.85,1.22,3.42,63.9,12.93,0.235,9.23
PAL_tivf_15844,19320,233,21200,1186,22.8,247.8,77.6,321,65.1,452,171.5,37.6,200,30.8,201.1,42.7,121.6,17.3,116.9,17.5,2.55,100,57.86,11.63,12.45
PAL_tivf_15855,18600,12.5,7410,1090,271,1390,440,1670,254,1130,253,61.4,208,35.2,232,42.6,128,19.2,149,20.3,21.8,475,80.6,263,236
PAL_tivf_16035,9120,43.1,8710,7370,471,3760,849,4541,949,5710,1757,296.3,1618,256.9,1649,302.7,804,112.6,656,71.8,54.2,550,22.77,164,46.5
PAL_tivf_14604,20230,84,20370,135.3,42.5,140.1,35.1,156.6,23.7,108.5,26.2,16.24,19.9,2.98,21.5,4.7,14.97,2.33,17.8,2.95,1.92,364,11.61,1.428,2.29
PAL_tivf_14694,11800,16.16,14500,458,107.4,176.9,338.9,1106,138.5,519,95,34.2,71.7,11.09,70.4,15.31,49,8.4,63.4,10.3,6.53,37,7.06,25.97,18.02
PAL_tivf_14752,10510,9.13,10550,201,101.5,133.6,124.6,274,31.4,124.8,26.4,19,26.6,5.08,34.4,7.83,25,4.37,31.2,4.92,4.98,74.2,5.21,6,18.5
PAL_tivf_14778,9280,57,10000,360,68,451,174,610,85.6,369,75.4,25.2,62,9.72,64.4,13.39,40.8,5.96,41,6.17,4.72,690,14.1,48,5.94
PRO_tif_10353,7850,20.91,15570,8080,662,1895,3060,12410,2066,9430,1756,177.4,1496,228,1580,301.9,862,118.8,724,84.3,46.7,0.96,8.955,222.1,23.97
PRO_tif_10686,28200,18.4,7870,71.6,217.5,148.3,0.87,4.37,0.76,5.22,2.69,1.36,4.56,0.99,10.57,2.63,10.96,2.16,17.9,3.35,9.62,210,60,1.32,14.71
PRO_tif_11262,6640,26.28,12210,3400,565,1986,3200,9660,1329,5120,829,157.6,700,101,639,129.1,356,51.1,344,46.1,42.6,51,23.91,313.3,30.16
PRO_tivf_10182,978000,6560,669000,140.2,78.5,277,84.9,148,17.1,77.8,14.3,3.22,16.1,3.73,24,5.15,19,2.55,18,2.76,5.1,558,1309,46.6,38.4
PRO_tivf_10490,14700000,153000,8100000,3240,4660,573,4550,9600,1190,4770,910,213,610,91,590,101,297,51,351,51,143,11700,16750,760,191
PRO_tivf_10519,1280000,570,920000,304,1820,262,24,80,23,102,40,4.6,40,8.5,64,15.8,29,2.8,15,4.3,68.6,6200,378,10.2,7.1
PRO_tivf_11003,80000,258,58000000,581,7500,164,68,183,35.9,199,64,19.6,59,12.8,87,19.8,58,9.2,43,10.9,155,1410,415,12.4,20.5
PRO_tivf_11993,1040000,8600,700000,460,1590,366,109,415,67.5,326,91,30.1,85.5,16.1,109,21.3,48.3,6.4,31.7,2.75,89,197,2800,7.9,46.5
PRO_tivf_10384,7500,21.48,14380,6500,655,2178,3540,13430,1963,8450,1493,150.2,1213,175.6,1156,233,684,102.3,624,72.9,49.9,11.8,15.35,255,23.4
PRO_tivf_10559,25000000,920000,20000000,1880,3800,162,2700,6500,760,3400,600,560,510,66,370,108,220,31,157,23,104,13000,106000,53,55
PRO_tivf_11367,8290,10.28,10760,45.6,45.8,13.7,56.5,147.5,17.39,80.8,15.4,3.17,11.63,1.56,8.5,1.63,4.69,0.644,3.88,0.606,1.389,144,39.7,0.309,6.3
PRO_tivf_11400,9170,5.66,10320,1349,201,260,8,49.1,15.1,129,104.4,36.5,179,36.5,261,51.9,144.5,19.2,101.9,9.79,9.77,108,7.72,1.61,6.55
PRO_tivf_11490,24100000,416000,17600000,6530,5440,408,3470,7960,1200,6000,1330,383,1070,164,1090,230,720,84,680,107,180,10100,52800,75,457
PRO_tivf_12065,24440,19.7,10880,90.6,315,836,28.5,128.6,19.76,88.3,17.7,14.25,13.7,2.03,13.5,2.57,8.62,1.31,9.93,1.31,10.52,329,29.78,39,33.1
PRO_tivf_10357,9870,20.4,18010,10810,640,2180,2511,11380,1949,9550,2500,148,2120,343,2130,405,1036,139.5,743,80.2,47,264,65.2,167,18.5
RAN_tif_8668,6500,41.3,7040,681,519,584,1218,3020,295,1008,148.3,48,112.8,16.5,103.8,22.8,67.9,12.04,87.5,15.3,40.3,9.1,6.267,307,65.2
RAN_tif_9249,3098,45.7,5510,1206,208,259.3,987,2436,275.9,1118,216.2,89.7,189,28.4,192.7,39,121.7,19.7,136.4,20.39,12.49,4.6,9.749,57.4,29.87
RAN_tif_9262,5870,16.87,2543,782,57,362,11.4,100,26.3,169.7,71.3,16.64,87.1,16.93,128.9,27.4,85.1,13.3,85.9,12.54,4.59,16.1,3.624,1.47,2.571
RAN_tif_9272,6660,25.92,6020,515,138.6,188,170.2,668,95.7,433,95.9,42.7,82.3,12.57,82.9,16.85,51.6,8.74,61.9,10.11,7.86,62.6,15.92,26.3,30
RAN_tif_9281,8850,26.22,8760,3313,273.6,923,235.9,1459,315.4,1870,622,224,564,96.3,628,119.2,342.3,54.2,358.6,47,23.17,97,34.131,16.06,252.6
RAN_tif_9297,7700,87,3650,1603,118,605,93.2,461,91.8,525,187,45.2,204,37.5,275,58.5,178,27.64,191,23.73,8.1,105,9,8.1,16.76
RAN_tif_9313,7010,60.1,5860,2197,473,2340,888,3498,560,2407,475,192.5,362,53.5,367,73.6,225.3,34.5,241.7,34.8,32.12,45,12,78,43.1
RAN_tif_9349,6140,256,2850,883,103.4,316.5,146.8,666,116.2,610,171,46.4,156.7,24.52,154.2,30.4,89.5,12.76,82.5,11.68,7.53,27,7.797,19.91,11.42
RAN_tif_9385,5420,36.9,5490,1759,227.7,409,760,2730,435,2136,519,98.6,436,64.3,393,69.4,178.9,24.1,138.9,17.37,13,41.7,6.99,60.6,21.71
RAN_tif_9415,4580,5.8,10750,1833,321,374,3112,6020,641,2172,441,65.5,375,55.1,353,70,189,27,178.9,25.78,30.5,5.74,18.121,277,101.1
RAN_tif_8692,5890,28.66,5560,1400,271.9,424,242,1153,188,972,247,83.1,218.9,36.3,243.7,48.6,146.7,23.11,152.7,23.81,27.09,8.98,6.152,108.7,114.4
RAN_tif_9422,6470,33.1,11560,3970,661,1411,2943,11170,1704,7290,1367,200.7,951,135.6,787,150.1,378,52.2,302,36.2,55.3,26.5,21.21,229.6,27.83
