Comments,Al,Sr,Fe,Y,Zr,Nb,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,W,Pb,Th,U
RAN_tif_9424,5180,8.07,11080,2076,303,352,2601,5940,705,2750,574,89.2,458,67.4,404,74.9,214.7,30.1,190.8,28.2,37.2,65.5,42.9,268.3,214.6
RAN_tif_9449,4540,8.5,11130,2281,289,328,2614,6560,828,3380,646,90.7,527,74,449,80.2,226,32,204.5,27.7,30.7,4.76,17.33,206.5,92
RAN_tif_9456,11000,8.38,4520,42.2,153.6,194,12.53,80.3,11.54,52.9,9.7,6.98,7.3,1.046,6.96,1.48,4.76,0.604,4.73,0.72,6.16,312,48.2,3.18,6.8
RAN_tif_9462,4980,9.43,9650,656,2969,1057,3543,6040,505,1568,205.4,56.1,141.4,18.56,111.2,21.97,64.6,9.82,74.9,12.88,223.8,93,58.84,545,227.3
RAN_tif_9467,4450,7.12,9870,1213,277,298,2049,4720,549,2037,364,47.1,272,37.7,239,42.5,119.8,16.93,110.2,17.07,51.7,2.07,12.22,131,50.2
RAN_tif_9542,7490,28.97,15660,6960,692,1525,2136,9300,1639,7920,1820,252.8,1581,245.6,1489,281,716,96.5,521,59.5,66.3,135,17.59,214.5,26.42
RAN_tif_9564,4580,6.24,8750,1935,100.6,161.2,1670,5360,710,2890,538,83.4,429,59.7,380,71.5,195.8,28,190.6,25.2,11.16,29.8,8.083,61.5,36
RAN_tif_9599,4180,8.42,9450,2210,2460,952,3260,7160,852,3330,595,84.2,485,70.6,408,83.7,224.6,31.8,211.5,30.6,262,12.2,22.289,348,110.6
RAN_tif_8659,4370,9.28,9230,1708,1660,899,3700,6290,631,2250,425,72.5,361,53,342,64.1,177.1,24.7,159,23.3,109,69.7,41.8,549,223
RAN_tif_8709,7030,27.64,4130,279,83.5,987,6.14,34.3,8.03,46.1,18.6,23,22.1,3.97,32.5,8.4,32.3,6.61,59.4,10.18,3.18,45.3,18.08,0.205,3.91
RAN_tif_8701,7690,13.48,15410,8180,1141,2665,3519,14970,2515,11890,2747,248.3,2059,304,1896,319,807,100.3,535,60.5,131.9,30,74.9,264.4,29.9
RAN_tif_8716,17300,171,19800,4430,1027,3700,6350,17240,2045,7860,1284,151.4,955,132.7,794,152.9,417,63,427,59.1,83.5,69,73.82,758,465
RAN_tif_8756,12600,24.3,9280,40.9,75.2,223.6,107,77.6,7.21,32.8,8.7,7.8,7.7,1.17,7.6,1.26,3.52,0.52,2.67,0.327,3.72,154,117.46,1.46,3.98
RAN_tif_8804,5630,8.67,11240,2820,701,998,4220,10600,1146,4780,798,101,644,91.2,534,107.9,294,43.1,285,39.9,79.5,61,54.08,448,272
RAN_tif_8824,5720,6.44,14980,2233,407,512.9,3178,8140,980,3852,669,75.2,511,70.9,428,81.5,229.1,32.41,214.1,31.9,65.9,42.5,32.59,204.1,108.5
RAN_tif_8917,7330,8.95,18410,7300,585,1159,2549,10570,1816,8190,1828,153.9,1476,232.4,1450,269,703,94.4,514,58,74.4,27,11.47,162.8,23.26
RAN_tif_8925,6710,101,11940,4390,505,2080,2924,11210,1675,6910,1166,184.1,888,129.6,826,157.9,449,63.8,390,46.7,40.5,320,36.6,291.9,29.5
RAN_tif_8958,6980,7.32,15710,5130,778,3140,3660,11770,1575,6220,1136,105.3,885,133,852,173.1,503,78.5,504,64.3,81.6,258,59.17,573,73.2
RAN_tif_9047,7880,21.5,14040,6810,618,1579,3310,12860,2010,8160,1543,161.2,1187,188.6,1231,240,701,100.8,637,77.1,43.3,0.94,8.926,231.8,23.91
RAN_tif_9090,4720,8.51,10070,6250,556,1578,2573,10100,1651,7610,1686,162.6,1292,198.5,1271,235,639,87.8,522,60.7,70.9,53.6,22.62,211.7,108.8
RAN_tif_9060,7410,21.2,6010,535,119.8,325,43.6,211,40.4,219,64.4,34.9,61,11.2,71.2,16.6,55.8,9.07,75.2,11.62,14.07,3.5,2.621,1.37,20.1
RAN_tif_9242,8930,15.83,17540,12360,658,1545,2623,12020,2244,11690,3050,196.3,2530,425,2865,486,1253,161,871,92.7,48.5,4.06,8.945,186.3,20.03
RAN_tif_9253,4060,10.46,9620,2330,142.9,530,2020,8150,1138,4450,816,100.6,578,76.2,446,80.5,223,32.8,220,31.3,14.31,3.09,21.6,84.5,74
RAN_tif_9312,4700,6.2,12120,3540,649,3120,5760,17010,2071,7910,1301,135.1,851,115.9,661,126.1,360,52.4,353,54.6,43.4,28.1,63.18,571,403
RAN_tif_9451,9910,15.3,20200,12460,619,1785,2568,12160,2279,11690,3150,189.5,2674,449,2876,513,1293,164.9,883,91.2,46.4,36,11.03,187.4,19.79
RAN_tif_9461,4780,6.63,9930,2680,430,527,2960,7420,949,3730,701,99.3,555,78.8,486,95.8,250,37.7,243,33.2,38.4,11.2,21.11,290,133.5
RAN_tif_9478,8710,2.6,21380,13400,711,4190,2246,9330,1301,4380,930,34.2,922,186.9,1505,371,1289,207.8,1398,165.9,96.5,47,19.21,292.5,41.1
RAN_tif_9509,5170,5.27,13520,4580,633,2880,3960,12740,1767,6870,1320,118.9,969,138,825,155.7,437,66.6,458,65.2,57.7,51.8,61.74,428,330
RAN_tif_9516,4620,10.54,9740,1268,224.6,227,1543,3510,392,1564,315,61.9,266,40.4,243,46.1,127.1,17.92,109.5,16.66,21.28,101.4,23.69,232,62
RAN_tif_9538,6400,21.86,13820,6410,536,1430,3471,14670,2453,11700,2466,294.2,1767,249.8,1490,251.5,634,77,432,47.5,45.4,31.5,14.24,178.4,20.98
RAN_tif_9065,6090,21.25,13140,7180,784,2276,3645,15190,2536,11550,2404,285.4,1772,258.1,1531,273,699,93.1,526,58.2,64.3,19.3,12.55,239.9,24.78
RAN_tif_9126,9660,62.1,5820,967,135,427,74,389,75.4,429,127.2,53.3,133,22.8,163.8,33.6,105.8,15.92,107.1,16.3,7.35,75,5.25,1.63,3.43
RAN_tif_9150,6580,21.9,6910,1620,237,1170,385,1674,270,1300,321,71.5,245,40,274,53.7,159.1,23.8,170.9,24.1,13.56,114,16.71,76.5,23.2
RAN_tif_9156,6940,25.8,6940,1033,245,439,152.7,599,105.2,552,144,46.6,149.7,25.4,174.5,35.8,110.6,17.61,125,21.4,39.6,16.7,5.43,35.1,97
RAN_tif_9238,5360,30.25,3752,491,108.6,468,95.6,402,66.9,318,84.6,28.7,75.7,12.27,79.9,16.86,50.4,7.92,55.8,8.16,6.3,6.3,3.596,0.524,1.73
RAN_tivf_16307,5550,31.01,5760,668,174.5,499,318,1048,138.4,606,129.1,66.5,99.2,16.67,109.4,22.54,68,10.97,82.6,12.87,9.36,6.01,7.05,4.67,8.69
RAN_tivf_17192,6040,19.75,6310,279,728,284,452,1470,147.3,520,72.7,34.7,50.5,7.69,46.7,10.25,31.1,5.56,43.9,6.68,30,36,8.62,61.6,30.7
RAN_tivf_17267,7390,5.49,3990,308,844,1101,5.88,54.9,16.78,124.1,57.9,12.7,64.3,9.76,59.4,11.11,27.8,3.58,20.3,2.18,23.2,30.7,7.992,52.6,32.2
RAN_tivf_17274,6490,18.47,12820,5270,652,2307,3610,14370,2226,9850,1901,214.6,1407,200.6,1172,213.7,558,72.9,398,44,62.3,92,35.9,310.7,36.7
RAN_tivf_17314,8790,22.2,12050,513,2060,1601,447,1760,224,886,139.3,15.6,104.9,14.58,89.2,18.3,54.5,9.3,67.1,10.02,61.2,108,31.58,198,126
RAN_tivf_17671,5920,5,14500,1548,887,762,3410,7830,790,2740,417,44.6,321,43.5,262.7,53,164.6,26.34,200.7,33.3,163.8,139,51.2,263.3,206.2
RAN_tivf_17808,4220,21.95,6090,348,243,1640,597,1275,109.1,358,57.5,45.2,43.1,7.74,53.1,11.65,38.5,6.98,56,9.46,14.9,37.3,32.86,54.2,41.5
RAN_tivf_17912,4740,7.03,6320,549,35.1,64.5,101.2,463,90.3,498,142.6,29.3,127.8,18.39,110.4,21.25,60.4,7.63,49.3,6.9,3.59,133,31.5,16.5,9.01
RAN_tivf_17954,7370,20.7,8050,1381,664,1157,2200,7220,911,3570,523,121.3,329,42.3,252.9,48.9,139.9,21.65,153.5,25.08,53.9,118,50.15,306.3,160
RAN_tivf_17957,5230,3.16,13710,3860,414,1348,3161,10720,1378,5710,1114,87,862,121.7,726,142.4,402.1,58.9,404.1,55.7,41.7,26,30.95,270.3,207.1
RAN_tivf_18156,6780,8.45,7990,1359,127.6,390,129.9,871,163.7,911,232,43.7,223.1,34.65,222,48.8,145.4,21.59,150.2,19.59,8.79,64.9,10.34,81.1,39.27
RAN_tivf_16373,16080,2.94,8630,2260,590,2040,39.8,348,95,668,280,58.4,329,57.1,423,80.7,240,33.7,220,25.2,33.1,47.7,18.48,27.4,68.5
RAN_tivf_18213,9420,17.57,12800,58,43.6,116,0.12,0.76,0.247,2.24,1.7,0.51,3.18,1.02,9.5,2.49,8.62,1.48,8,0.85,5.59,185,3.79,0.039,0.0197
RAN_tivf_18238,4239,8.44,8530,2016,429.7,775,3407,6450,679,2589,518.2,77.3,444,61.8,381.7,74.9,215.8,30.39,203.8,28.53,45.5,18,36.514,407,208
RAN_tivf_18272,16200,127,19100000,890,629,364,986,2590,339,1480,274,125,185,25,186,38,96,14.3,69,9.8,24.1,1180,111.6,38.6,10.4
RAN_tivf_18278,6720,13.74,13450,4350,1620,2098,2884,10880,1591,6890,1356,149.1,1033,147.9,889,162.1,428,59.4,345,40.5,182.5,28.2,19.78,326,45
RAN_tivf_18381,4258,5.75,10070,879,409.6,393,805,1820,195,781,153.8,22.6,135.1,20.3,137.6,29.3,92.5,14.69,94.8,12.7,18.7,50.9,7.88,63.4,31.8
RAN_tivf_16397,4760,9.53,10070,1566,310,300.8,1937,3700,394,1698,381,58,322,48.3,287.8,57,158.1,23.32,149.9,21.29,38.91,22.9,29.47,179,199.9
RAN_tivf_16435,6310,9.97,38700,2486,474,1430,2780,8650,1089,4270,729,86.1,562,78.1,469,89.1,253,37.9,246,36.1,49.3,427,46.71,304,134.4
RAN_tivf_16751,6060,12,199000,2251,312,503,1694,6080,827,3630,722,103.2,552,76.9,444,84.9,234,33,214.4,29.1,18.1,572,132.1,119.6,71.6
RAN_tivf_16813,7010,28.11,16040,3341,771,2096,3870,12140,1521,5690,841,162.6,573,80.6,508,107.4,347.8,56.5,389,54.5,67.7,81.1,14.18,262.1,27.61
RAN_tivf_16889,7740,30.3,15250,4717,561,1385,2446,9570,1363,5500,1018,123.6,808,123.4,801,160.1,485,71.8,443,54.4,37.69,245,18.06,174.5,21.94
RAN_tivf_16504,6430,26.29,11750,2211,444,969,2414,8040,1063,4020,632,98.4,462,64.7,393.4,77,221.8,31.94,209,27.4,32.09,218,24.52,171.7,28.07
RAN_tivf_16914,26100,6.87,6200,175.3,117.2,163,4.52,29.1,6.91,43.1,17.4,2.85,19.3,3.81,26.3,5.55,20.1,3.17,27.3,3.84,10.67,51,3.438,33.1,12.9
RAN_tivf_17139,4218,25,9520,368,207.8,745,690,1644,171.5,631,101.4,41.3,73.2,9.9,65.1,13.26,41.7,6.53,49.1,7.88,10.93,33.2,16.1,48.4,37.5
RAN_tivf_17554,12010,7.48,3435,2582,931,558,1614,5380,680,2788,556,76.8,462,69.1,444,86.9,260,37.6,245.9,33.3,49.9,80,83.56,441,79.8
RAN_tivf_17609,5200,8.1,11490,2050,248,355,1642,4160,544,2306,530,80.5,436,64.8,392,74.2,209.5,28.8,187,24.4,24.8,38.7,21.41,179,106.9
RAN_tivf_17677,5870,5.14,12150,4290,647,635,1617,6460,1030,4770,1095,122.1,890,135.6,829,152.9,431,59.2,373,49.6,62.3,19.5,7.91,85.9,33.6
RAN_tivf_17682,6510,8.4,15020,4740,1588,2777,4790,14680,1840,7730,1355,100.9,1009,148,899,172.4,520,78.1,519,74.1,171,104,57.15,664,249.1
RAN_tivf_17738,8830,9.7,17590,9720,904,3064,3183,13000,2026,8920,1947,122.7,1693,277.6,1821,353.7,1030,144.2,822,95.6,111.8,124,36.16,236.5,28.6
RAN_tivf_17786,5410,31.1,8920,2800,473,1326,1889,5890,828,3430,730,126.9,611,90.2,570,108.8,316,45.9,296,37.1,34.2,66.4,22.76,390,77.5
RAN_tivf_17940,5460,8.42,8270,3810,1094,3248,633,4940,1068,5820,1340,180.3,1048,141.3,810,145.5,384,50.8,299.3,39.1,49.9,248,278,28.1,2.41
RAN_tivf_18103,4280,7.95,6960,2430,670,1165,1650,6400,836,3320,594,70.3,457,64.5,408,83.4,256,39.2,282,41.5,78.8,126,29.82,155,128
RAN_tivf_16611,6715,23.21,12650,4656,573,1646,3428,13570,2090,9390,1756,240.1,1249,175.7,1006,180.6,478.7,61.6,351.8,40.02,43.8,186,34.9,249.6,27.49
RAN_tivf_18110,6750,16.12,13150,3520,506,1157,3197,11450,1627,6410,1069,135.6,772,110.6,654,129.3,359,50.9,302,35.6,50.5,200,14.34,212.9,28.2
RAN_tivf_18191,6750,19.02,13350,4420,770,1650,2890,10950,1500,6560,1190,121,900,136,850,161,442,66.4,402,47.3,106,3.43,9.166,209,28.21
RAN_tivf_18211,7650,15.13,16190,5820,676,1810,3490,15390,2430,11800,2400,278,1880,248,1460,250,596,76,391,41.9,52.8,66,29.3,213.6,29.1
RAN_tivf_18264,5650,4.4,12530,2406,459,2558,3482,8790,862,2938,498,59.5,402,59.2,366,77,243,41.2,325.9,51.5,74.8,49.7,33.94,498,133.5
RAN_tivf_16726,5890,8.34,12080,1568,555,558,1920,6700,875,3450,583,51.3,406,53.1,315.1,58.1,162.4,24.24,166.4,23.67,60.7,111,20.05,143.7,63.4
RAN_tivf_16800,5130,17.81,9620,1681,473,801,2464,5960,637,2082,376,80.9,313,44.1,278.9,59,177.6,28.26,201.1,29.1,54.1,16.5,12.795,270.3,52
RAN_tivf_16864,5990,5.67,14490,1197,1670,653,2994,6110,579,1922,326.6,45.6,259.7,35.9,213.3,41.3,126.9,19.07,137.3,22.5,142.9,100.9,34.47,236.2,159.2
RAN_tivf_16964,7550,132.2,2590,608,61.1,505,9.1,53.8,14,94,46.4,15.7,62.2,12.02,97.6,23.2,76.4,11.5,84.4,11.2,4.94,57.7,7.222,0.105,1.4
RAN_tivf_17140,6520,7.41,16900,1829,512,2133,4260,11760,1224,4150,559,58.4,376,56.4,323,64.7,189,30.5,223,38.2,35.7,129,57.4,305,246
SEV_tif_7367,7330,20.89,3000,73.8,38.6,476,0.7,3.39,0.37,2.31,1.69,0.56,3.74,1.05,10.57,3.16,11.11,1.96,12.74,1.36,3.18,290,9.31,0.157,0.68
SEV_tif_7801,7480,24.28,5710,368.4,174.5,1232,39,159.1,28.8,150.5,44.4,52,45.5,7.98,57.7,12.03,38.3,6.51,49.1,8.19,10.28,15.4,4.807,1.881,21.28
SEV_tif_7817,2420,184.5,8750,1923,457,714,2157,5700,743,2920,527,109.8,383,53.9,343,64.4,179.8,26.5,163.7,21.4,15.41,0.63,33.73,348,84
SEV_tif_7970,6520,36.68,7390,2499,404,3127,669,2716,412.3,1997,516,128.4,449,74.5,490,93.7,262.6,39.1,250.7,33.8,31.04,43.8,15.759,173.2,37.39
SEV_tif_7972,6500,41.3,7040,681,519,584,1218,3020,295,1008,148.3,48,112.8,16.5,103.8,22.8,67.9,12.04,87.5,15.3,40.3,9.1,6.267,307,65.2
SEV_tif_7981,5890,28.66,5560,1400,271.9,424,242,1153,188,972,247,83.1,218.9,36.3,243.7,48.6,146.7,23.11,152.7,23.81,27.09,8.98,6.152,108.7,114.4
SEV_tif_8288,7030,27.64,4130,279,83.5,987,6.14,34.3,8.03,46.1,18.6,23,22.1,3.97,32.5,8.4,32.3,6.61,59.4,10.18,3.18,45.3,18.08,0.205,3.91
SEV_tif_8301,7410,21.2,6010,535,119.8,325,43.6,211,40.4,219,64.4,34.9,61,11.2,71.2,16.6,55.8,9.07,75.2,11.62,14.07,3.5,2.621,1.37,20.1
SEV_tif_8341,9660,62.1,5820,967,135,427,74,389,75.4,429,127.2,53.3,133,22.8,163.8,33.6,105.8,15.92,107.1,16.3,7.35,75,5.25,1.63,3.43
SEV_tif_8431,6580,21.9,6910,1620,237,1170,385,1674,270,1300,321,71.5,245,40,274,53.7,159.1,23.8,170.9,24.1,13.56,114,16.71,76.5,23.2
SEV_tif_8480,6940,25.8,6940,1033,245,439,152.7,599,105.2,552,144,46.6,149.7,25.4,174.5,35.8,110.6,17.61,125,21.4,39.6,16.7,5.43,35.1,97
SEV_tif_7388,5420,39.8,5092,1538,227,516,472,2007,309,1429,327,70.2,267,42.2,272,53.2,155.3,23.1,151.7,20.86,13.48,8.2,5.045,55.7,15.13
SEV_tif_8519,5360,30.25,3752,491,108.6,468,95.6,402,66.9,318,84.6,28.7,75.7,12.27,79.9,16.86,50.4,7.92,55.8,8.16,6.3,6.3,3.596,0.524,1.73
SEV_tif_8552,5550,31.01,5760,668,174.5,499,318,1048,138.4,606,129.1,66.5,99.2,16.67,109.4,22.54,68,10.97,82.6,12.87,9.36,6.01,7.05,4.67,8.69
SEV_tif_8569,3098,45.7,5510,1206,208,259.3,987,2436,275.9,1118,216.2,89.7,189,28.4,192.7,39,121.7,19.7,136.4,20.39,12.49,4.6,9.749,57.4,29.87
SEV_tif_8612,5870,16.87,2543,782,57,362,11.4,100,26.3,169.7,71.3,16.64,87.1,16.93,128.9,27.4,85.1,13.3,85.9,12.54,4.59,16.1,3.624,1.47,2.571
SEV_tif_7387,6660,25.92,6020,515,138.6,188,170.2,668,95.7,433,95.9,42.7,82.3,12.57,82.9,16.85,51.6,8.74,61.9,10.11,7.86,62.6,15.92,26.3,30
SEV_tif_7616,8850,26.22,8760,3313,273.6,923,235.9,1459,315.4,1870,622,224,564,96.3,628,119.2,342.3,54.2,358.6,47,23.17,97,34.131,16.06,252.6
SEV_tif_7732,7700,87,3650,1603,118,605,93.2,461,91.8,525,187,45.2,204,37.5,275,58.5,178,27.64,191,23.73,8.1,105,9,8.1,16.76
SEV_tif_7751,7010,60.1,5860,2197,473,2340,888,3498,560,2407,475,192.5,362,53.5,367,73.6,225.3,34.5,241.7,34.8,32.12,45,12,78,43.1
SEV_tif_8181,6140,256,2850,883,103.4,316.5,146.8,666,116.2,610,171,46.4,156.7,24.52,154.2,30.4,89.5,12.76,82.5,11.68,7.53,27,7.797,19.91,11.42
SEV_tif_8546,5420,36.9,5490,1759,227.7,409,760,2730,435,2136,519,98.6,436,64.3,393,69.4,178.9,24.1,138.9,17.37,13,41.7,6.99,60.6,21.71
SEV_tif_7410,8040,26.85,8350,2380,470,1380,183.4,999,201,1209,400,116.9,407,68.9,467,88,258,40.1,254,35,48.3,2.37,14.662,3.09,103.6
SEV_tif_7457,7390,38,5820,682,266,511,175.9,775,120.8,581,141.3,65.7,107.2,18.84,114.2,22.6,65.6,9.86,72.9,10.02,13.45,31.3,3.82,2.87,11.34
SEV_tif_7465,9280,63.6,7160,291,78.6,97.3,38.9,148,21.9,113,32.1,29,35.2,6.69,47.6,10.9,33.7,5.87,39.7,5.76,2.97,77,18.83,1.263,6.82
SEV_tif_7478,16320,35,3810,166.6,1191,60.2,121.6,346,50.5,245,64.1,18.1,57.7,7.56,40.9,6.69,15.03,2,13.42,1.37,35.6,96,32.75,4.28,4.48
SEV_tif_7555,4710,32.63,4030,774,257.5,468,583,1609,196.9,823,170.8,59.1,134.5,21,139.1,25.94,77.8,11.51,84,12.09,10.63,21.4,3.507,8.72,2.73
SEV_tif_7634,8070,27.65,7610,1175,1023,1622,80.4,449,91.9,480,155.1,135,140.9,25.42,173.6,36.8,118.3,21.29,167.6,25.7,56.9,30.6,11.632,1.685,71.8
SEV_tif_7654,34500,287,20700,174,65.9,190,64,196,25.7,102,19.9,14.8,17.2,2.97,24.1,6.16,21,3.82,30.8,4.68,4.49,67.9,14.89,0.87,2.24
SEV_tivf_12225,8860,22.46,5660,877,125.6,603,268,966,136.3,638,153.4,29.6,136.1,22.7,157.8,31.9,99,15.61,113.2,16.39,7.9,43.7,3.848,15.73,8.2
SEV_tivf_12428,6690,30.56,3190,561,124.9,429,241,929,135.2,619,131.8,44.1,104.3,16.76,102.7,20.8,59.8,8.77,61.1,8.5,6.15,121,3.74,4.14,1.98
SEV_tivf_12473,6180,48.3,6340,484,94.4,164,112,493,91,487,130,33.2,111.5,15.15,93.5,17.88,50.9,6.96,46.7,5.81,6.22,72.1,6.574,4.65,9.68
SEV_tivf_12498,6570,33.68,8270,1083,192.7,693,145.6,724,131.3,713,198,70.8,174,26.9,176.2,36.6,108.6,17.1,120.9,17.58,12.03,147,7.175,15.15,17.64
SEV_tivf_12530,13350,169,9780,289,99.1,330,5.72,44.8,13.13,101.2,53.1,9.48,67.4,11.62,71.9,12.17,28.9,3.34,14.6,1.57,8.42,159,37.78,0.96,1.74
SEV_tivf_12582,194800,1939,126100,817,216,441,285,876,135.7,683,153.7,51,135,21.2,142.5,26.7,85.3,12.14,86.3,12.05,11.69,1340,243.2,13.36,4.85
SEV_tivf_12583,11500,101,9670,968,311,398,274,1052,155,777,198.2,53.3,166.2,28,184.2,36.3,106.7,14.94,104.7,14.6,13.63,518,18.07,16.69,5.8
SEV_tivf_12584,8290,27.1,9820,801,284,250,176.7,683,96.1,457,99.3,35.9,94,14.9,106.7,24.9,87.5,14.33,124.4,18.6,39.5,91.8,6.144,35.4,73.9
SEV_tivf_12618,14400,30.16,34300,1562,203.2,1078,279,1192,195.5,987,268.1,69.7,242.4,40.6,282.3,57.6,173.4,28.13,191,26.6,11.43,108,7.05,46,11.24
SEV_tivf_12629,5310,23,48800,154,39.2,115.8,2.98,22.1,5.37,37.2,15.4,6.6,17.2,3.15,23.4,5.51,18.8,3.02,23.9,3.5,2.77,135,10.51,0.108,0.482
SEV_tivf_12727,80000,760,50000,694,252.1,336,530,1410,174.3,712,135.4,34.4,118.2,18.53,123.1,24.4,74.6,11.13,75.1,9.79,11.96,431,31.7,13.36,4.35
SEV_tivf_12248,7940,20.09,6410,713,177.8,230,234.4,981,140.5,625,137.3,74.1,112.7,17.69,115.8,23.93,74.4,11.52,87.6,13.14,8.17,41.9,4.191,3.097,10.11
SEV_tivf_12969,22200,37.1,41000,1141,339,262.5,635,1896,241.8,1037,228.1,63.2,212.1,31.47,208.1,40.12,118,17.56,122.2,17.26,19.1,197,10.92,44.9,20.22
SEV_tivf_12978,6720,43.6,5460,1241,103.4,243,68,524,130,824,263,56.6,251,38.9,245,46.8,131.7,19.23,117.7,15.9,8.82,87,3.942,1.55,5.28
SEV_tivf_13018,5490,29.8,4940,985,100.7,234,44.9,228,49.3,275,100.3,40.9,124,23,164.1,37,113.8,17.93,121,17,7.9,109.9,9.547,0.2,2.88
SEV_tivf_13131,36700,778,22100,915,167,310.7,387.5,1420,213.5,1027,238.3,59.4,198.5,29.5,192.1,36.9,102.5,14.82,92.1,11.91,12.6,130,23.64,11.65,6.02
SEV_tivf_13141,7020,37.64,8130,318,103.9,162.9,95.7,333,50.9,237,56.7,22.5,48.2,7.33,55.2,10.52,34.6,5.46,41.1,6.25,3.69,31.6,5.279,1.638,1.906
SEV_tivf_13165,12440,20.65,11200,1009,1029,1991,142.4,498,87.1,491,158.3,103.1,147.9,24.8,168.7,34.2,102.3,16.39,110.5,16.44,105.5,207,16.91,7.84,56.2
SEV_tivf_13242,8190,51.8,7210,2163,282.6,984,522,2203,385,2040,571,118.4,465,73.8,458.4,84.6,218.7,30.61,188.5,22.31,15.2,249,24.44,16.09,4.12
SEV_tivf_13308,5510,42.2,2360,323,65.9,88,4.07,35.3,10.51,76.9,37.8,13.6,40,6.95,48.5,10.1,33.1,6,46.4,6.9,4.43,178,4.805,0.0086,0.0581
SEV_tivf_13330,18400,36.4,25200,344.2,41.7,261.6,5.34,36.8,10.32,72.7,33.4,14.06,37.8,6.63,52.9,11.68,37.4,5.91,43.2,6.35,3.13,155,7.5,0.713,3.454
SEV_tivf_12278,7290,25.57,5920,1740,149.2,1247,98,600,127,770,267,76,277,45.8,340,67.4,196,30.1,194,25.6,9.97,113,10.24,11.9,54
SEV_tivf_13404,9170,20.25,10120,1049,293,302.9,501.7,1629,215.9,934,213.1,65.5,171.8,27.2,180.9,36.26,112.5,18.23,127.6,18.28,15.05,98,7.3,39.63,18.78
SEV_tivf_13410,13700,36.4,13900,7.06,73.5,190.6,16.4,21.3,1.89,5.6,0.88,5.2,0.64,0.102,0.77,0.185,0.62,0.157,1.69,0.334,3.07,169,4.036,0.119,1.468
SEV_tivf_13523,5710,33.34,7220,991,212.2,502,352,1328,196,960,228,63.1,192,29.1,187,36.4,101.8,15.49,102.3,14.25,11.35,569,28.7,9.33,6.79
SEV_tivf_13647,33600,376,71500,1472,210,619,501,1960,304,1435,338,82.6,283,41.7,273,51.9,151.8,20.6,134.6,17.7,11.96,290,38.1,52.4,13.14
SEV_tivf_13655,9780,37,9060,674,335.5,1248,689,1977,228.8,891,150.7,57.8,113.5,16.75,109.1,22.18,68.1,11.08,80.2,12.5,19.33,215,45.5,64.9,31.6
SEV_tivf_13723,9500,27.3,7340,332,110.1,678,20.7,109,21.5,128,42.5,12.9,44.6,7.72,64.1,13.13,36.8,6.26,41.3,6.17,7.82,164,3.477,1.98,1.37
SEV_tivf_13761,52000,67,93000,557,246,148,254,606,78.4,382,101.5,32.7,101.8,14.98,105.7,21,62.5,9.39,73.8,14.52,16.59,127,13.44,17.7,17.7
SEV_tivf_13794,7390,45.3,3470,569,109000,310,470,1229,137,545,108.8,38.2,80.7,13.29,90.7,19.36,67.9,11.4,89.4,14.8,2370,69,4.247,32.3,16.6
SEV_tivf_13811,126000,1550,102000,577,470,294,19.3,80,12.8,110,51,5.2,57,13.7,112,24,73,10.8,64.7,8.1,26,2180,148,2.7,2.75
SEV_tivf_13981,16800,22,33000,334,49.6,279,4.2,15.1,4.4,29.8,17.2,7.3,27.5,7,47.9,11.5,44.4,7.8,60,9.1,4.17,580,42.85,2.62,39.5
SEV_tivf_12285,7770,26.38,7200,1164,200,519,111.4,525,96.1,528,153.4,46,164.4,26.1,182.6,39.7,124.1,20,152.7,24.54,20.1,6.7,4.895,21.22,90.3
SEV_tivf_13982,7400,18.54,17750,890,62,392,14.1,79,19.67,142.7,86,29.5,103.9,19.87,143.7,29.5,94.3,14.99,110.1,16.64,5.87,260,26.22,5.43,44.5
SEV_tivf_14068,10880,37.3,5310,293,154.3,115.1,167,485,66.9,295,61.9,22.6,48.5,7.48,50.9,10.34,31.4,4.99,36.1,5.18,6.59,304,16.15,1.58,0.764
SEV_tivf_14099,5170,22.86,4330,947,160.1,808,463,1660,227,1024,225.5,82.7,182.9,27.44,167.3,33.3,90.1,12.98,87.6,11.08,8.02,35.3,7.6,31.2,33.8
SEV_tivf_14148,10080,25.8,8930,714,292,1155,321.8,954,118.7,494,98.4,158.3,80.3,13.26,97.3,20.65,71.2,14.04,121.5,20.8,11.4,195,60.6,14.31,154.6
SEV_tivf_14160,17600,73,9200,105.2,49.5,166,5,35.1,8.3,53.5,16.3,4.36,15,2.41,14.3,3.42,10.5,1.71,12.9,2.13,2.88,179,11.5,0.881,0.87
SEV_tivf_14245,62700,784,26300,309,179.2,390,100.5,256,38.4,188,49.5,39.7,51,7.96,50,10.6,33.1,4.64,34.5,5.44,9.72,40.9,26.09,4.31,24.5
SEV_tivf_14248,7060,41.8,7200,664,98.5,255,121,647,118,592,152.9,34.6,138,20.5,129.7,27.1,71.4,11.01,74.8,9.67,7.07,304,16.75,2.66,3.25
SEV_tivf_12245,21600,164,14400,4228,187,933,148,898,209.4,1417,588,145.3,694,119.9,835,163.6,448,63,374.3,42.8,14.65,55.1,29.9,4.46,10.25
SEV_tivf_12247,17600,29.5,8200,649,223,492,206,831,127,588,138,51.2,115,19.1,124,24.3,76.4,11.46,83.3,11.07,10.53,487,13.42,2.98,4.74
